ID,Name,TermTranslation,Background,InventedBy,InventedByMemberID,ObjectID,StatusID,PageHits,BackgroundNoHtml
119,מטפלת,עובדת בבית הילדים?,"אחד המקצועות הראשונים שנולדו בקיבוץ, ואולי החשוב מכולם. החינוך שהיה ראשון בסדר העדיפות כבר בימים ההם נמסר לאחריות המטפלת שדאגה לכל מחסורם של ילדי הקיבוץ והיתה סמכות עליונה בכל הקשור לבריאותו-חינוכו-התנהגותו של הרך, מיום היוולדו, עת נמסר-נלקח מחיק אימו ועד שנשלח לצבא בגיל 18. ההכשרה העיקרית של המטפלת היתה ראשית בעובדת היותה... אישה, עדיף צעירה וחזקה. תפקיד המטפלת בבית התינוקות/ילדים/בית ספר&nbsp;החל בתחזוקת הבית, בהאכלת ונקיון הילדים, בהקניית כללי התנהגות בסיסיים, חינוך לא פורמלי והרחקת ההורים 'המודאגים' מסביבת הבית.<br/>מספר מטפלות 'מיתולוגיות' כמו ויקטוריה זיביל, גבריאלה אלתר ועוד ליוו מחזורים שונים מכתה א' ועד י&quot;ב, וגם בחופשות מהצבא נהגו 'הילדים' לבקר ולעדכן את 'המטפלת' בקורותיהם.<br/>לא כל אחד מניצולי הלינה המשפחתית זוכר את מוריו השונים, אך&nbsp;אף אחד&nbsp;לא ישכח את ה- מטפלת שלו!",,-1,4,2,1364,"אחד המקצועות הראשונים שנולדו בקיבוץ, ואולי החשוב מכולם. החינוך שהיה ראשון בסדר העדיפות כבר בימים ההם נמסר לאחריות המטפלת שדאגה לכל מחסורם של ילדי הקיבוץ והיתה סמכות עליונה בכל הקשור לבריאותו-חינוכו-התנהגותו של הרך, מיום היוולדו, עת נמסר-נלקח מחיק אימו ועד שנשלח לצבא בגיל 18. ההכשרה העיקרית של המטפלת היתה ראשית בעובדת היותה... אישה, עדיף צעירה וחזקה. תפקיד המטפלת בבית התינוקות/ילדים/בית ספר החל בתחזוקת הבית, בהאכלת ונקיון הילדים, בהקניית כללי התנהגות בסיסיים, חינוך לא פורמלי והרחקת ההורים 'המודאגים' מסביבת הבית.
מספר מטפלות 'מיתולוגיות' כמו ויקטוריה זיביל, גבריאלה אלתר ועוד ליוו מחזורים שונים מכתה א' ועד י""ב, וגם בחופשות מהצבא נהגו 'הילדים' לבקר ולעדכן את 'המטפלת' בקורותיהם.
לא כל אחד מניצולי הלינה המשפחתית זוכר את מוריו השונים, אך אף אחד לא ישכח את ה- מטפלת שלו!"
120,שניצל מצרי,מנה עיקרית בשרית? בשנות ה- 60,"בין המנות העיקריות שהוצעו בחדר האוכל בארוחת הצהריים היה השניצל המצרי שהקשר בינו לבין מולדת הפול עדיין לוט בערפל. גם הקשר אל השניצל הוינאי או חזה העוף המוכר מקרי בהחלט. השניצל המצרי היה אילתור גסטרונומי בו יצקו עיסת בשר טחון יחד עם ביצה, פירורי לחם ושאר תבלינים מבית היוצר של רינה עמנואל, חבטו בו עד דק וטיגנו אותו על המחבת. התוצאה היתה לא רעה, עובדה שכל המנות נצרכו ע&quot;י החברים הרעבים. אגדה מקומית מספרת שכמו הקציצה המפורסמת, גם מגש שניצלים נשכח באחד התנורים, ואחרי שבוע התגלה כמגש...צנימים, מוכן לאכילה. בתיאבון!",,-1,4,2,1584,"בין המנות העיקריות שהוצעו בחדר האוכל בארוחת הצהריים היה השניצל המצרי שהקשר בינו לבין מולדת הפול עדיין לוט בערפל. גם הקשר אל השניצל הוינאי או חזה העוף המוכר מקרי בהחלט. השניצל המצרי היה אילתור גסטרונומי בו יצקו עיסת בשר טחון יחד עם ביצה, פירורי לחם ושאר תבלינים מבית היוצר של רינה עמנואל, חבטו בו עד דק וטיגנו אותו על המחבת. התוצאה היתה לא רעה, עובדה שכל המנות נצרכו ע""י החברים הרעבים. אגדה מקומית מספרת שכמו הקציצה המפורסמת, גם מגש שניצלים נשכח באחד התנורים, ואחרי שבוע התגלה כמגש...צנימים, מוכן לאכילה. בתיאבון!"
121,קרום של חלב,החלק העליון של החלב,"רק מהשם: קרום של חלב, יש אנשים שעדיין יכולים להקיא, אבל כמו כל מושג בקיבוץ&nbsp;אפילו לקרום היו שני צדדים. כדי החלב שהיו מגיעים אל המטבח ומשם אל בתי הילדים היו למזלנו סגורים במכסי פח. רק המטפלות העזו לפתוח אותם ולשפוך את הנוזל הלבן אל הכוסות. בשל החימום נוצרו בחלק העליון של החלב קרומים שלא תמיד הוסרו לפני ההגשה לשולחן. למרבית 'ילדי תנובה' זה הספיק בשביל לא לגעת במשקה הבריא (עובדה שחיזקה בזמנו את יואב בן חלב האגדי), רק האמיצים הוציאו במזלג את הקרום והשליכו אותו אל ה'כלבויניק', לא לפני שהעבירו אותו ליד פניה המזועזעים של אחת הבנות!<br/>אבל, במטבח מוסיפים גירסה נוספת: אל כדי החלב היו מתגנבים חברים מבוגרים שגורפים את הקרומים האמיתיים - השומן,&nbsp;הקרם דה לה קרמה של החלב&nbsp;לכלים פרטיים, רחמנא לצלן, ונסים בשמחה אל ה'חדר', ומורחים באהבה את הקרום על הלחם, או מכינים ממנו חמאה!",,-1,4,2,1931,"רק מהשם: קרום של חלב, יש אנשים שעדיין יכולים להקיא, אבל כמו כל מושג בקיבוץ אפילו לקרום היו שני צדדים. כדי החלב שהיו מגיעים אל המטבח ומשם אל בתי הילדים היו למזלנו סגורים במכסי פח. רק המטפלות העזו לפתוח אותם ולשפוך את הנוזל הלבן אל הכוסות. בשל החימום נוצרו בחלק העליון של החלב קרומים שלא תמיד הוסרו לפני ההגשה לשולחן. למרבית 'ילדי תנובה' זה הספיק בשביל לא לגעת במשקה הבריא (עובדה שחיזקה בזמנו את יואב בן חלב האגדי), רק האמיצים הוציאו במזלג את הקרום והשליכו אותו אל ה'כלבויניק', לא לפני שהעבירו אותו ליד פניה המזועזעים של אחת הבנות!
אבל, במטבח מוסיפים גירסה נוספת: אל כדי החלב היו מתגנבים חברים מבוגרים שגורפים את הקרומים האמיתיים - השומן, הקרם דה לה קרמה של החלב לכלים פרטיים, רחמנא לצלן, ונסים בשמחה אל ה'חדר', ומורחים באהבה את הקרום על הלחם, או מכינים ממנו חמאה!"
122,השכבה,טקס (טראומטי) לסיום היום,"אחד מסממני הלינה המשותפת המובהקים ולבטח האכזרי מכולם היה טקס ההשכבה לישון, בו נפרדו ההורים מילדיהם בבית התינוקות/גן/בית כולל וחזרו לחדר שלהם. הטקס המורכב והטראומטי החל לעיתים בחדר ההורים או בחדר האוכל, לאחר ויכוחים הגיעו אבא או אמא או שניהם יחד עם הפעוט אל בית הילדים, ציחצחו שיניים, לבשו פיג'מה, עשו פיפי&nbsp;והקריאו סיפור או סיכמו את היום בשיחה. כאן החלה הדרמה אצל חלק מהילדים שהתקשו להיפרד מהוריהם ובעיקר סירבו ללכת לישון (בדר&quot;כ זה היה הרבה לפני תשע בערב!). גם ההורים וגם הילדים גילו 'יצירתיות' רבה בהמצאת תירוצים לדחיית קץ ההשכבה. כיבוי האורות לא תמיד סיים את ההשכבה, לפעמים זה היה האות לתחילת המהומה,טרגדיה ושאר מצבים, שאת רובם לא חזו ממציאי השיטה!",,-1,4,2,1323,"אחד מסממני הלינה המשותפת המובהקים ולבטח האכזרי מכולם היה טקס ההשכבה לישון, בו נפרדו ההורים מילדיהם בבית התינוקות/גן/בית כולל וחזרו לחדר שלהם. הטקס המורכב והטראומטי החל לעיתים בחדר ההורים או בחדר האוכל, לאחר ויכוחים הגיעו אבא או אמא או שניהם יחד עם הפעוט אל בית הילדים, ציחצחו שיניים, לבשו פיג'מה, עשו פיפי והקריאו סיפור או סיכמו את היום בשיחה. כאן החלה הדרמה אצל חלק מהילדים שהתקשו להיפרד מהוריהם ובעיקר סירבו ללכת לישון (בדר""כ זה היה הרבה לפני תשע בערב!). גם ההורים וגם הילדים גילו 'יצירתיות' רבה בהמצאת תירוצים לדחיית קץ ההשכבה. כיבוי האורות לא תמיד סיים את ההשכבה, לפעמים זה היה האות לתחילת המהומה,טרגדיה ושאר מצבים, שאת רובם לא חזו ממציאי השיטה!"
123,איטל,המינימרקט הראשון בגבעה,"בשנות ה- 50 ? שהחלו לתת לחברים תקציב אישי (להלן: התקציב) נוצר מצב חדש ומעניין, לחברים יש כסף פנוי. ישבו פרנסי הקיבוץ וחשבו: לבזבז ברחובות או חו&quot;ח לנסוע לתל אביב, חבל, ועל כן הוקמה בגבעה ליד העיגול חנות קטנה ומקסימה אותה ניהלה ביד רמה החברה איטל פרידברג ש'תרמה' את שמה למוסד 'העירוני' הראשון בקיבוץ. על המדפים שמו דברי מתיקה, חפצי נוי ותמרוקים שעד אז היו 'מוקצים' או שניתנו ביד קמוצה אצל השכן-המתחרה, אריך, חנות הסידקית המיתולוגית. איטל החזיקה בחנות סיגריות עם פילטר, שוקולדים 'איכותיים' ודברים מהעיר הגדולה ר&quot;ל. אמצעי הקניה היחיד לחברים היה 'כסף פנימי' ורק לאורחים באישור המזכירות ניתן היה לשלם בלירות ישראליות!",,-1,4,2,1414,"בשנות ה- 50 ? שהחלו לתת לחברים תקציב אישי (להלן: התקציב) נוצר מצב חדש ומעניין, לחברים יש כסף פנוי. ישבו פרנסי הקיבוץ וחשבו: לבזבז ברחובות או חו""ח לנסוע לתל אביב, חבל, ועל כן הוקמה בגבעה ליד העיגול חנות קטנה ומקסימה אותה ניהלה ביד רמה החברה איטל פרידברג ש'תרמה' את שמה למוסד 'העירוני' הראשון בקיבוץ. על המדפים שמו דברי מתיקה, חפצי נוי ותמרוקים שעד אז היו 'מוקצים' או שניתנו ביד קמוצה אצל השכן-המתחרה, אריך, חנות הסידקית המיתולוגית. איטל החזיקה בחנות סיגריות עם פילטר, שוקולדים 'איכותיים' ודברים מהעיר הגדולה ר""ל. אמצעי הקניה היחיד לחברים היה 'כסף פנימי' ורק לאורחים באישור המזכירות ניתן היה לשלם בלירות ישראליות!"
124,כסף פנימי,"ניירות ערך, רק בגבולות גבעת ברנר","המושג המאיים מכל על הוגי רעיון הקיבוץ היה: כסף . על &quot;הדבר&quot; הנורא הזה שהחריב אימפריות, הרס משפחות וגרם אינספור אסונות למין האנושי הוכרזה מלחמת חורמה כבר מהיום הראשון לעליה על הקרקע ועוד קודם, בקומונות ובהכשרות שמעבר לים.&nbsp;<br/>עם התפתחות הקיבוץ ותנועת הזמן נוצר לחברים זמן פנוי אותו רצו לנצל כמו חבריהם ומשפחותיהם ושאר העולם שחי מעבר לגדר 'המחנה'. גם מצטרפים חדשים וחברים ותיקים החלו ל'הגניב' כסף חיצוני ר&quot;ל לתוך הקיבוץ. כדי לשרש את התופעה הפסולה הומצא בקיבוץ הכסף הפנימי שהיה שווה ערך בכל לכסף של המדינה, אך היה חסר ערך לחלוטין מחוץ לקיבוץ. שטרות של חצי לירה, לירה, 5 לירות ו- 10 לירות על נייר פשוט עם חתימת הגזבר הפכו ל'מטבע עובר לסוחר' בתוך הקיבוץ. את כל התקציב האישי קיבלו החברים בכסף פנימי ורק שהוכיחו לגזבר שהם חייבים לרכוש טובין בעיר הגדולה, קיבלו כסף אמיתי. אם נשאר עודף מיהרו להמירו בכסף הפנימי. מבוכה גדולה נגרמה ללא מעט חברים וילדים ש&quot;שכחו את ההבדלים&quot; וניסו לשלם ב'אגד' או ב'משביר' בכסף הפנימי.<br/>אגב, טיעון נושן להצדקת המהלך היה בכך שהמחירים בקיבוץ הם נמוכים במיוח ללא רווח ואין סיבה שיהנו מהם אלה ש&quot;לא מפה&quot;.",,-1,4,2,1506,"המושג המאיים מכל על הוגי רעיון הקיבוץ היה: כסף . על ""הדבר"" הנורא הזה שהחריב אימפריות, הרס משפחות וגרם אינספור אסונות למין האנושי הוכרזה מלחמת חורמה כבר מהיום הראשון לעליה על הקרקע ועוד קודם, בקומונות ובהכשרות שמעבר לים. 
עם התפתחות הקיבוץ ותנועת הזמן נוצר לחברים זמן פנוי אותו רצו לנצל כמו חבריהם ומשפחותיהם ושאר העולם שחי מעבר לגדר 'המחנה'. גם מצטרפים חדשים וחברים ותיקים החלו ל'הגניב' כסף חיצוני ר""ל לתוך הקיבוץ. כדי לשרש את התופעה הפסולה הומצא בקיבוץ הכסף הפנימי שהיה שווה ערך בכל לכסף של המדינה, אך היה חסר ערך לחלוטין מחוץ לקיבוץ. שטרות של חצי לירה, לירה, 5 לירות ו- 10 לירות על נייר פשוט עם חתימת הגזבר הפכו ל'מטבע עובר לסוחר' בתוך הקיבוץ. את כל התקציב האישי קיבלו החברים בכסף פנימי ורק שהוכיחו לגזבר שהם חייבים לרכוש טובין בעיר הגדולה, קיבלו כסף אמיתי. אם נשאר עודף מיהרו להמירו בכסף הפנימי. מבוכה גדולה נגרמה ללא מעט חברים וילדים ש""שכחו את ההבדלים"" וניסו לשלם ב'אגד' או ב'משביר' בכסף הפנימי.
אגב, טיעון נושן להצדקת המהלך היה בכך שהמחירים בקיבוץ הם נמוכים במיוח ללא רווח ואין סיבה שיהנו מהם "
125,מעבר לואדי,הרחק הרחק מצדו המערבי של נחל גמליאל,"<font size=""3"">גבולות 'המחנה' היו תמיד ברורים לכולם - מטף ועד זקן. במזרח- גבעה אדומה, הסימטה וגבעת זקס, בצפון- חורשת מטר ובית הגמדים, במערב, הלולים והרפת ובדרום בית ישע ובריכת השחיה. לפני היוצאים לשדות נפרשו השדות של עג&quot;ש עם החלוקה 'ההיסטורית' לגושים, בריכת עפר&nbsp;והפרדסים. את הפרדסים והשדות תחם ממערב נחל גמליאל, יובל קטן אך חשוב (למי?) של נחל שורק שבו היו שני מעברים של גשרים _עלק) איריים: אחד ליד הכרם ואחד ליד הנשירים. רק לבעלי רכב (טרקטור ו/או עגלה) והיכרות עם 'השדות' היתה גישה אל אותם מקומות רחוקים אשר בימי החורף הגשומים היו מנותקים בשל ההצפה של המעברים. הנסיעה אל 'מעבר לואדי'&nbsp;היתה עבור הילדים בעיקר חוויה-הרפתקאה שלא תשכח. לעובדי הנשירים והכרם היה הואדי 'מעבר הכרחי' אותו חצו מדי יום, ולא מעט פולקלור היה סביב חצייתם בחורף. אחד 'המבצעים' השכיחים היה להעביר את ארוחת הבוקר, יחד עם אהובה המבשלת, שנאלצה ללכת ב'שווי משקל' על צינור ה- 10 צול מעל הואדי הגועש!!!<br/>חלפו שנים, במעבר הואדי ליד נשירים הציבו גדר עם מפתח (נגד גנבי אבוקדו(?), מעבר הכרם היה בלתי עביר בחורף ובקיצור, הואדי העולה על גדותיו בחורף ומהווה אטרקציה חורפית-מקומית הצטרף ל&quot;חוויות העבר&quot; של זקני שנות ה 50-70, וחבל!</font>",,-1,4,2,1535,"גבולות 'המחנה' היו תמיד ברורים לכולם - מטף ועד זקן. במזרח- גבעה אדומה, הסימטה וגבעת זקס, בצפון- חורשת מטר ובית הגמדים, במערב, הלולים והרפת ובדרום בית ישע ובריכת השחיה. לפני היוצאים לשדות נפרשו השדות של עג""ש עם החלוקה 'ההיסטורית' לגושים, בריכת עפר והפרדסים. את הפרדסים והשדות תחם ממערב נחל גמליאל, יובל קטן אך חשוב (למי?) של נחל שורק שבו היו שני מעברים של גשרים _עלק) איריים: אחד ליד הכרם ואחד ליד הנשירים. רק לבעלי רכב (טרקטור ו/או עגלה) והיכרות עם 'השדות' היתה גישה אל אותם מקומות רחוקים אשר בימי החורף הגשומים היו מנותקים בשל ההצפה של המעברים. הנסיעה אל 'מעבר לואדי' היתה עבור הילדים בעיקר חוויה-הרפתקאה שלא תשכח. לעובדי הנשירים והכרם היה הואדי 'מעבר הכרחי' אותו חצו מדי יום, ולא מעט פולקלור היה סביב חצייתם בחורף. אחד 'המבצעים' השכיחים היה להעביר את ארוחת הבוקר, יחד עם אהובה המבשלת, שנאלצה ללכת ב'שווי משקל' על צינור ה- 10 צול מעל הואדי הגועש!!!
חלפו שנים, במעבר הואדי ליד נשירים הציבו גדר עם מפתח (נגד גנבי אבוקדו(?), מעבר הכרם היה בלתי עביר בחורף ובקיצור, הואדי העולה על גדותיו בחורף ומהווה אט"
126,יום עודד,יום ספורט לחטיבה לזכר עודד ירקוני,"עודד ירקוני היה בן המשק הראשון שנפל במלחמות ישראל, היה זה בקרב על בשיט (עשרת של היום) בו נהרג יחד עם חנן פלץ וברטולד לוי. עודד בן ה- 17 היה ספורטאי מוכשר ולזכרו נערך מדי שנה יום ספורט תחרותי של החטיבה. המקצועות בהם התחרו בנים ובנות (לחוד) היו: ריצת 60 מטר, קפיצה לרוחק וזריקת כדור הוקי. בנוסף התקיימו תחרויות לקרב 5 בהם הדפו כדור ברזל 5 ק&quot;ג&nbsp;וקפצו לגובה. יום הספורט היה אישי וקבוצתי בין מחנות החטיבה: אמיר, ארז, אלון וניצן. רמת האתלטיקה הקלה היתה גבוהה ביותר ובין אלופי החטיבה היו גם כמה אלופי הארץ. הבולטים היו כמובן האחים לבית רייס, דני בומבך, יצחק סיגורה ועוד. בסיום יום הספורט העניקו הוריו של עודד, שרה וצבי ירקוני מדליות וגביעים לזוכים במקומות 1-3 בכל מקצה. יום הספורט הורחב גם להתעמלות מכשירים בו השתתפו כל בני החטיבה בתרגילי קרקע, מקבילים, מתח, קורה וקפיצה על סוס. בין הכוכבים שם היו: יהודה שפירא, עודי פינטוס, אשל מרגלית ועוד.<br/>שיאים שחלקם לא נשבר עד היום היו: 6.9 שניות ב- 60 מ' של הרייסים, 7.20 מ' בקפיצה כנ&quot;ל, 1.84 מ' בגובה (דני בומבך וגדעון רייס), 80 מטר בזריקת הוקי (סיגורה) ו- 16 מטר כדור ברזל (זבולון). בין הבנות הצטיינו בריצה וקפיצה: אני ביאט, אורה כהן ואפרת רייס (8 שניות ב- 60 מ' ו- 5 מ' בקפיצה לרוחק).&nbsp;<br/>ביובל ה- 50 היה &quot;יום עודד לקשישים&quot; ושוב היתה תחרות עיקשת, כיאות לקיבוץ של &quot;חולצונים&quot;&nbsp;...",,-1,4,2,1607,"עודד ירקוני היה בן המשק הראשון שנפל במלחמות ישראל, היה זה בקרב על בשיט (עשרת של היום) בו נהרג יחד עם חנן פלץ וברטולד לוי. עודד בן ה- 17 היה ספורטאי מוכשר ולזכרו נערך מדי שנה יום ספורט תחרותי של החטיבה. המקצועות בהם התחרו בנים ובנות (לחוד) היו: ריצת 60 מטר, קפיצה לרוחק וזריקת כדור הוקי. בנוסף התקיימו תחרויות לקרב 5 בהם הדפו כדור ברזל 5 ק""ג וקפצו לגובה. יום הספורט היה אישי וקבוצתי בין מחנות החטיבה: אמיר, ארז, אלון וניצן. רמת האתלטיקה הקלה היתה גבוהה ביותר ובין אלופי החטיבה היו גם כמה אלופי הארץ. הבולטים היו כמובן האחים לבית רייס, דני בומבך, יצחק סיגורה ועוד. בסיום יום הספורט העניקו הוריו של עודד, שרה וצבי ירקוני מדליות וגביעים לזוכים במקומות 1-3 בכל מקצה. יום הספורט הורחב גם להתעמלות מכשירים בו השתתפו כל בני החטיבה בתרגילי קרקע, מקבילים, מתח, קורה וקפיצה על סוס. בין הכוכבים שם היו: יהודה שפירא, עודי פינטוס, אשל מרגלית ועוד.
שיאים שחלקם לא נשבר עד היום היו: 6.9 שניות ב- 60 מ' של הרייסים, 7.20 מ' בקפיצה כנ""ל, 1.84 מ' בגובה (דני בומבך וגדעון רייס), 80 מטר בזריקת הוקי (סיגורה) ו- 16 מטר כדו"
127,בימקום (במילעיל),מנה חליפית בחדר האוכל,"התפריט הקיבוצי היה מאז ומעולם מושתת על האימרה: &quot;מי שרעב - אוכל הכל&quot; ומי שלא רעב יכול לחזור לעבודה...<br/>אבל, עובדי המטבח וחדר האוכל שרצו מהיום הראשון להוכיח שגם הם 'תורמים כפי יכולתם ואף מעבר' גילו יצירתיות ופתיחות מסויימת גם אל כל אותם אלה שהאוכל לא היה לרוחם. זה החל בקרב המיתולוגי בין הייקים אוכלי הכרוב והליטבקים שותי הבורשט והמשיך דרך כמויות המלח והסוכר. הפתרון הקיבוצי הנאות היה: בימקום (במילעיל כמובן). כאשר נעצרה עגלת ה'ונציה' מול שולחן האוכל היה נעוץ בצידיה שלט קטן שבישר לסועדים את תכולת התפריט המלא. הרבה אפשרויות לא ניתנו ואז היתה נשאלת השאלה הבלתי נמנעת: &quot;מה יש בימקום?&quot;. לרגע זה ציפו כבר עובדי חדר האוכל שאנו אוטומטית: &quot;זה מה שיש&quot; ואז נאלצו החברים 'הביישנים' לאכול את מה שיש ו'החצופים' (טבעונים, צמחונים, קטנוניים&nbsp;וסתם מפונקים) התעקשו עד שקיבלו תשובה חיובית שבישרה להם על מה יש בימקום! בדרך כלל זו לא היתה שמחה גדולה/טעימה יותר, לפעמים זה היה אוכל מאתמול ולפעמים אילתור על המנה העיקרית - אבל בימקום הלך מאז ומעולם עם כל בני/בנות הגבעה לכל פינות העולם!",,-1,4,2,1534,"התפריט הקיבוצי היה מאז ומעולם מושתת על האימרה: ""מי שרעב - אוכל הכל"" ומי שלא רעב יכול לחזור לעבודה...
אבל, עובדי המטבח וחדר האוכל שרצו מהיום הראשון להוכיח שגם הם 'תורמים כפי יכולתם ואף מעבר' גילו יצירתיות ופתיחות מסויימת גם אל כל אותם אלה שהאוכל לא היה לרוחם. זה החל בקרב המיתולוגי בין הייקים אוכלי הכרוב והליטבקים שותי הבורשט והמשיך דרך כמויות המלח והסוכר. הפתרון הקיבוצי הנאות היה: בימקום (במילעיל כמובן). כאשר נעצרה עגלת ה'ונציה' מול שולחן האוכל היה נעוץ בצידיה שלט קטן שבישר לסועדים את תכולת התפריט המלא. הרבה אפשרויות לא ניתנו ואז היתה נשאלת השאלה הבלתי נמנעת: ""מה יש בימקום?"". לרגע זה ציפו כבר עובדי חדר האוכל שאנו אוטומטית: ""זה מה שיש"" ואז נאלצו החברים 'הביישנים' לאכול את מה שיש ו'החצופים' (טבעונים, צמחונים, קטנוניים וסתם מפונקים) התעקשו עד שקיבלו תשובה חיובית שבישרה להם על מה יש בימקום! בדרך כלל זו לא היתה שמחה גדולה/טעימה יותר, לפעמים זה היה אוכל מאתמול ולפעמים אילתור על המנה העיקרית - אבל בימקום הלך מאז ומעולם עם כל בני/בנות הגבעה לכל פינות העולם!"
128,אוטו שירות,רכב שירות ותיקונים לעובדי השדה,"עובדי עג&quot;ש בפרט והמטעים בכלל היו יוצאים מדי בוקר (4-5 בוקר) לעבודה בשדה. היציאה היתה בדרך כלל מהמוסך או מהעיגול בטרקטורים רתומים לעגלות או לכלים חקלאיים נגררים או תלויים על 3 נקודות. במשך כל שעות העבודה עבדו הטרקטורים בשדה בחריש/קילטור/ריסוס וגרירת קווים. במשך היום נזקקו הכלים והטרקטורים לטיפול ותידלוק בשטח - ולמטרה זו היה מגיע לכל פינה אוטו השירות שקירטע על ששת גלגליו והרעיש לכל עבר עם הגנרטור שהפעיל את משאבותיו. איש השירות, בדרך כלל קשיש ש&quot;עבר כבר את השיא&quot; כמו יהודה חרש, יהודה מרגלית או צעיר-מוסכניק כמו יחיאל גורדון, יוליאן או דובלון, היה מפעיל את הגנרטור ומגרז את הטרקטור, מתדלק ובודק שמנים. אוטו השירות היה הכלאה של מרכב קומנדקר עליו ניצב הגנרטור, חביות הגריז והשמן ומיכלי הדלק, מנוע של טרקטור פורדסון וקבינה מאולתרת והגה כוח! הרבה כוח נדרש לסובב אותו. אוטו השירות היה גם רכב הליווי של החורשים במשמרות הלילה, איתו היו מגיעים לשטח וחוזרים הביתה, איתו היו נוסעים לבריכת עפר לארוחת הלילה והוא גם שימש את המסמנים לריסוס האווירי שהיה נערך בדר&quot;כ באור ראשון, כשאין רוח. העברת הילוכים באוטו השירות היתה אמנות, ללא גז ביניים (סווישן גז) שום הילוך לא היה נכנס ורק נהגים מנוסים היו יכולים לתפעל את 'הגרוטאה הרועשת' שהגיעה בשטח ישר ל- 50 קמ&quot;ש ולמרות שהיתה &quot;4 על 4&quot;&nbsp;נתקעה בכל שלולית ובעיקר ב..זכרון הקולקטיבי!!!",,-1,4,2,1577,"עובדי עג""ש בפרט והמטעים בכלל היו יוצאים מדי בוקר (4-5 בוקר) לעבודה בשדה. היציאה היתה בדרך כלל מהמוסך או מהעיגול בטרקטורים רתומים לעגלות או לכלים חקלאיים נגררים או תלויים על 3 נקודות. במשך כל שעות העבודה עבדו הטרקטורים בשדה בחריש/קילטור/ריסוס וגרירת קווים. במשך היום נזקקו הכלים והטרקטורים לטיפול ותידלוק בשטח - ולמטרה זו היה מגיע לכל פינה אוטו השירות שקירטע על ששת גלגליו והרעיש לכל עבר עם הגנרטור שהפעיל את משאבותיו. איש השירות, בדרך כלל קשיש ש""עבר כבר את השיא"" כמו יהודה חרש, יהודה מרגלית או צעיר-מוסכניק כמו יחיאל גורדון, יוליאן או דובלון, היה מפעיל את הגנרטור ומגרז את הטרקטור, מתדלק ובודק שמנים. אוטו השירות היה הכלאה של מרכב קומנדקר עליו ניצב הגנרטור, חביות הגריז והשמן ומיכלי הדלק, מנוע של טרקטור פורדסון וקבינה מאולתרת והגה כוח! הרבה כוח נדרש לסובב אותו. אוטו השירות היה גם רכב הליווי של החורשים במשמרות הלילה, איתו היו מגיעים לשטח וחוזרים הביתה, איתו היו נוסעים לבריכת עפר לארוחת הלילה והוא גם שימש את המסמנים לריסוס האווירי שהיה נערך בדר""כ באור ראשון, כשאין רוח. העברת הילוכים באוטו השירות "
129,סגול,נוזל רפואי בעל תכונות חיטוי,"<br/>ילדי הקיבוץ היו רוב שעות היום והערב מסתובבים ב'מחנה', בדרך כלל עסוקים בפעילויות שלמבוגרים לא היה חלק בהם.<br/>קרה לא מעט שאותם 'פעילויות הסתיימו בחיכוכים סמי-אלימים עם ילדים אחרים או סתם עצמים שעמדו בדרכם, ואז<br/>הם נזקקו למבוגרים, ולטיפול רפואי קל/יל. בקופסת העזרה הראשונה בכל בית כולל/גן היה בין השאר בקבוקון שהכיל<br/>סגול&quot; (בסגול) -&nbsp;מין נוזל חיטוי שצבעו ארגמן עמוק שהמטפלת מורחת בעזרת מקלון<br/>ניקוי אזניים על שריטות ושיפשופים שלא מצדיקים מרפאה. ההחלטה אם להשתמש<br/>ב&quot;סגול&quot; או ביוד היא אחת התעלומות שרק מטפלות ותיקות יכולות לפתור.<br/>",,-1,4,2,1414,"
ילדי הקיבוץ היו רוב שעות היום והערב מסתובבים ב'מחנה', בדרך כלל עסוקים בפעילויות שלמבוגרים לא היה חלק בהם.
קרה לא מעט שאותם 'פעילויות הסתיימו בחיכוכים סמי-אלימים עם ילדים אחרים או סתם עצמים שעמדו בדרכם, ואז
הם נזקקו למבוגרים, ולטיפול רפואי קל/יל. בקופסת העזרה הראשונה בכל בית כולל/גן היה בין השאר בקבוקון שהכיל
סגול"" (בסגול) - מין נוזל חיטוי שצבעו ארגמן עמוק שהמטפלת מורחת בעזרת מקלון
ניקוי אזניים על שריטות ושיפשופים שלא מצדיקים מרפאה. ההחלטה אם להשתמש
ב""סגול"" או ביוד היא אחת התעלומות שרק מטפלות ותיקות יכולות לפתור."
